timestamp,open,high,low,close,adjusted close,volume,dividend amount
2026-05-01,100.65,100.68,100.4,100.41,100.41,102603557,0.2979
2026-04-24,100.57,100.64,100.57,100.64,100.3423,79698419,0.0
2026-04-17,100.5,100.57,100.5,100.56,100.2625,107248696,0.0
2026-04-10,100.435,100.5,100.43,100.5,100.2027,102905598,0.0
2026-04-02,100.65,100.67,100.38,100.43,100.1329,119939780,0.2927
2026-03-27,100.59,100.65,100.58,100.65,100.0605,104138516,0.0
2026-03-20,100.52,100.58,100.52,100.58,99.9909,86856756,0.0
2026-03-13,100.455,100.52,100.45,100.52,99.9313,80284880,0.0
2026-03-06,100.385,100.45,100.38,100.45,99.8617,102682715,0.2724
2026-02-27,100.585,100.65,100.58,100.64,99.7798,78427215,0.0
2026-02-20,100.525,100.58,100.52,100.57,99.7104,49965564,0.0
2026-02-13,100.44,100.52,100.44,100.52,99.6608,72089902,0.0
2026-02-06,100.38,100.44,100.37,100.43,99.5716,104820727,0.3092
2026-01-30,100.62,100.68,100.61,100.67,99.503,87180461,0.0
2026-01-23,100.56,100.61,100.56,100.61,99.4437,62218108,0.0
2026-01-16,100.48,100.56,100.48,100.56,99.3943,67070474,0.0
2026-01-09,100.42,100.48,100.42,100.47,99.3053,83166112,0.0
2026-01-02,100.35,100.42,100.35,100.41,99.246,63058740,0.0
2025-12-26,100.28,100.345,100.28,100.34,99.1768,50602701,0.0
2025-12-19,100.53,100.57,100.27,100.28,99.1175,78351511,0.323
2025-12-12,100.46,100.53,100.45,100.53,99.0455,75051306,0.0
2025-12-05,100.38,100.46,100.37,100.46,98.9766,90527444,0.3129
2025-11-28,100.61,100.68,100.61,100.67,98.8753,71311863,0.0
2025-11-21,100.535,100.6,100.53,100.6,98.8065,82894031,0.0
2025-11-14,100.48,100.53,100.47,100.53,98.7378,56665037,0.0
2025-11-07,100.395,100.46,100.39,100.46,98.669,89226754,0.3476
2025-10-31,100.65,100.73,100.65,100.72,98.5831,87326834,0.0
2025-10-24,100.58,100.65,100.57,100.65,98.5145,60321017,0.0
2025-10-17,100.5,100.57,100.5,100.57,98.4362,65995614,0.0
2025-10-10,100.43,100.51,100.42,100.51,98.3775,79730020,0.0
2025-10-03,100.7,100.71,100.37,100.42,98.2894,89811386,0.3466
2025-09-26,100.62,100.69,100.62,100.69,98.2145,54817376,0.0
2025-09-19,100.53,100.62,100.53,100.62,98.1462,61809861,0.0
2025-09-12,100.465,100.54,100.46,100.53,98.0584,52695695,0.0
2025-09-05,100.39,100.45,100.38,100.44,97.9706,67790186,0.3601
2025-08-29,100.655,100.74,100.65,100.74,97.912,59868105,0.0
2025-08-22,100.57,100.64,100.56,100.64,97.8148,58091169,0.0
2025-08-15,100.49,100.56,100.48,100.55,97.7274,57460795,0.0
2025-08-08,100.405,100.48,100.4,100.48,97.6593,60659840,0.0
2025-08-01,100.685,100.72,100.39,100.39,97.5718,75192975,0.3625
2025-07-25,100.59,100.67,100.59,100.66,97.4823,50767846,0.0
2025-07-18,100.52,100.59,100.51,100.59,97.4145,47120231,0.0
2025-07-11,100.44,100.51,100.43,100.51,97.337,55988817,0.0
2025-07-03,100.69,100.7,100.36,100.42,97.2499,60624964,0.3472
2025-06-27,100.615,100.69,100.61,100.69,97.1752,46014493,0.0
2025-06-20,100.54,100.61,100.53,100.6,97.0884,38203746,0.0
2025-06-13,100.45,100.53,100.45,100.53,97.0208,46697798,0.0
2025-06-06,100.38,100.45,100.37,100.44,96.9339,62112422,0.358
2025-05-30,100.66,100.72,100.65,100.71,96.8491,43587076,0.0
2025-05-23,100.57,100.65,100.56,100.64,96.7818,54355217,0.0
2025-05-16,100.48,100.56,100.48,100.55,96.6953,64970714,0.0
2025-05-09,100.41,100.48,100.4,100.48,96.628,54477393,0.0
2025-05-02,100.65,100.69,100.36,100.4,96.551,68942726,0.335
2025-04-25,100.58,100.65,100.57,100.65,96.4695,62386019,0.0
2025-04-17,100.49,100.58,100.49,100.57,96.3928,41308682,0.0
2025-04-11,100.41,100.49,100.41,100.49,96.3161,91286947,0.0
2025-04-04,100.67,100.68,100.34,100.41,96.2394,86717902,0.346
2025-03-28,100.605,100.67,100.6,100.67,96.1571,61790419,0.0
2025-03-21,100.52,100.59,100.51,100.58,96.0711,57566554,0.0
2025-03-14,100.44,100.51,100.43,100.51,96.0042,61891510,0.0
2025-03-07,100.36,100.43,100.35,100.43,95.9278,55030162,0.3133
2025-02-28,100.59,100.66,100.58,100.65,95.8388,54709371,0.0
2025-02-21,100.52,100.58,100.51,100.58,95.7721,39811721,0.0
2025-02-14,100.43,100.51,100.42,100.5,95.696,33898895,0.0
2025-02-07,100.33,100.42,100.33,100.41,95.6103,43966693,0.3634
2025-01-31,100.62,100.69,100.61,100.68,95.5214,39781451,0.0
2025-01-24,100.555,100.62,100.55,100.61,95.455,25135827,0.0
2025-01-17,100.465,100.55,100.46,100.54,95.3886,33686697,0.0
2025-01-10,100.38,100.46,100.37,100.45,95.3032,27476054,0.0
2025-01-03,100.3,100.38,100.29,100.37,95.2273,28182018,0.0
2024-12-27,100.22,100.29,100.21,100.29,95.1514,23259927,0.0
2024-12-20,100.51,100.52,100.15,100.2,95.066,40142318,0.372
2024-12-13,100.41,100.5,100.41,100.5,94.9979,25061083,0.0
2024-12-06,100.325,100.41,100.32,100.41,94.9128,32206162,0.3777
2024-11-29,100.6,100.69,100.6,100.68,94.8111,23076310,0.0
2024-11-22,100.53,100.6,100.52,100.59,94.7263,22795640,0.0
2024-11-15,100.43,100.52,100.4249,100.52,94.6604,23503340,0.0
2024-11-08,100.35,100.44,100.34,100.44,94.5851,30605114,0.0
2024-11-01,100.67,100.71,100.33,100.34,94.4909,38753278,0.4152
2024-10-25,100.57,100.66,100.57,100.66,94.4016,20422413,0.0
2024-10-18,100.48,100.57,100.48,100.56,94.3079,18220099,0.0
2024-10-11,100.39,100.49,100.39,100.48,94.2328,20249798,0.0
2024-10-04,100.73,100.74,100.32,100.38,94.139,35111758,0.4296
2024-09-27,100.65,100.73,100.64,100.72,94.0551,21826712,0.0
2024-09-20,100.52,100.64,100.52,100.63,93.9711,21511524,0.0
